MolLogP,MolMR,ExactMolWt,HeavyAtomCount,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumAromaticRings,NumAliphaticRings,RingCount,TPSA,LabuteASA,Kappa1,Kappa2,Kappa3,Chi0,Chi1,Chi0n,Chi1n,Chi2n,Chi3n,Chi4n,Chi0v,Chi1v,Chi2v,Chi3v,Chi4v,PEOE_VSA1,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,SMR_VSA1,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA9,SMR_VSA10,SlogP_VSA1,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,EState_VSA1,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,EState_VSA10,VSA_EState1,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,VSA_EState10,lig_vol,pock_vol,nb_AS,mean_as_ray,mean_as_solv_acc,apol_as_prop,mean_loc_hyd_dens,hydrophobicity_score,volume_score,polarity_score,charge_score,flex,prop_polar_atm,as_density,as_max_dst,convex_hull_volume,surf_pol_vdw14,surf_pol_vdw22,surf_apol_vdw14,surf_apol_vdw22,n_abpa,ALA,ARG,ASN,ASP,CYS,GLN,GLU,GLY,HIS,ILE,LEU,LYS,MET,PHE,PRO,SER,THR,TRP,TYR,VAL,pKd
4.116700000000002,141.0790999999999,567.164200412,41.0,8.0,2.0,14.0,6.0,5.0,0.0,5.0,129.82999999999998,228.18609656131977,27.30269092171301,10.04122943734759,4.833931982329389,29.63709924364568,19.400104468804788,21.530630483200724,12.129254702038043,9.008455724148847,6.469205658670534,4.473887103905074,21.530630483200724,12.129254702038043,9.008455724148847,6.469205658670534,4.473887103905074,15.617555728959871,9.589074368143644,23.41783333563039,18.26992695132549,0.0,6.06636706846161,55.45467374738351,19.15587988028676,39.09852845969064,12.151724572764468,5.817220841045895,0.0,11.814359458703011,11.86604191564695,27.150734558842927,23.89866255997614,12.781339459839376,19.644792123046678,5.316788604006331,93.91647958933125,17.075242264380485,28.53514716861909,16.74019947937199,35.71302201867915,19.76872690603324,5.817220841045895,33.203166042925254,65.71916087499085,0.0,28.108643699613005,23.24904646538284,0.0,0.0,46.18561956696693,29.0923057373485,17.31720483484217,22.880904140530014,24.00845877369469,35.75630512132842,0.0,15.399448933254575,5.733667477162185,31.94527174291475,60.32583417292461,41.50985911864903,6.162240547428006,3.3341571166189627,-2.9729752443451947,11.57320306038823,-3.459044974245832,1.9408293363833131,1.5025635328655549,0.0,541.07,1151.0,49,3.89,0.52,0.12,2.33,3.69,4.5,19,1,86.75,48.44,10.24,25.01,707.26,155.06,89.03,68.99,28.67,14,0,4,1,3,0,1,3,0,0,3,0,3,1,1,1,2,2,0,0,1,0.39
5.141300000000005,140.44709999999984,553.173702476,40.0,5.0,2.0,12.0,5.0,4.0,1.0,5.0,110.32,224.94097829061695,26.850750846856357,9.777180112331646,4.545907073152654,28.92999246245913,18.90010446880479,21.39571631619464,12.32848435257056,9.318605839229248,6.855648367147839,5.009820027938688,21.39571631619464,12.32848435257056,9.318605839229248,6.855648367147839,5.009820027938688,20.51746545981035,14.383611552215466,9.374393568622027,13.17124514302446,0.0,6.06636706846161,61.372579793544894,31.26408777789633,33.41114218500707,5.824404497999927,5.817220841045895,5.907179729351506,11.814359458703011,6.176298517443475,31.94527174291475,9.551078168738565,5.733667477162185,32.989350945663304,16.761454740769384,76.60196335552678,11.387855989696924,40.12971317265416,15.950365812018994,33.81737376270566,23.93641373035388,5.817220841045895,45.69035473431288,48.53093654769288,0.0,22.421257424929443,28.9364327400664,0.0,0.0,40.62216807526993,29.0487890621936,30.41980108699712,23.38357190330378,19.056471336613843,28.52348071525568,6.06636706846161,10.30076712495354,5.733667477162185,31.94527174291475,57.95168858706258,42.94188713305755,2.274716076913532,5.099945606242728,-2.9586611072075994,10.46119632512922,-4.183385914837779,3.995946626973117,0.0,0.0,541.07,1151.0,49,3.89,0.52,0.12,2.33,3.69,4.5,19,1,86.75,48.44,10.24,25.01,707.26,155.06,89.03,68.99,28.67,14,0,4,1,3,0,1,3,0,0,3,0,3,1,1,1,2,2,0,0,1,0.49
4.997800000000004,143.5530999999998,549.1987743520001,40.0,5.0,2.0,11.0,5.0,4.0,1.0,5.0,110.32,227.14038500208736,26.91803487528743,10.139078870195368,5.01699836196976,28.766855755642595,18.955747361470618,21.802208893561588,12.663026744115705,9.642209782018782,7.056933258004172,5.042926128595249,21.802208893561588,12.663026744115705,9.642209782018782,7.056933258004172,5.042926128595249,20.51746545981035,14.383611552215466,4.9839785209472085,13.17124514302446,0.0,18.19910120538483,60.869664216780286,43.3722956755059,22.16030441862652,5.824404497999927,0.0,11.814359458703011,5.907179729351506,6.176298517443475,27.554856695239927,14.45098789958904,5.733667477162185,39.53410735157589,11.861545009918906,82.4145610746395,11.387855989696924,34.4423268979706,11.050456081168516,38.71728349355613,30.481170136266456,0.0,51.25380622600987,54.59730361615449,0.0,22.421257424929443,18.858631417708025,0.0,0.0,23.55410946784348,33.75487042266158,37.442946830360654,23.25963712031721,31.189205473537065,9.467009378641832,25.12283840507545,10.30076712495354,5.733667477162185,27.554856695239927,43.33309851357162,43.08924819459355,2.591437898724015,7.494133565931685,-1.0625237272012176,13.280578521482484,-4.064463984680211,4.755157684244746,0.0,0.0,541.07,1151.0,49,3.89,0.52,0.12,2.33,3.69,4.5,19,1,86.75,48.44,10.24,25.01,707.26,155.06,89.03,68.99,28.67,14,0,4,1,3,0,1,3,0,0,3,0,3,1,1,1,2,2,0,0,1,2.28
4.963700000000003,143.0430999999998,545.1062517280001,36.0,5.0,2.0,9.0,6.0,4.0,1.0,5.0,110.32,215.7814421701568,23.74747819475947,9.5797463388236,4.374715083839873,25.396612267639515,17.350575645948076,19.623630216732764,11.67222124557968,8.595734591448915,6.282916138671398,4.595699220072075,21.209626755847463,12.465219515137033,9.5114101202406,6.740753903067242,5.041453179754521,20.51746545981035,14.383611552215466,4.9839785209472085,0.0,0.0,21.99631096641096,67.94186243877112,46.48472948334469,16.59685292692952,5.824404497999927,0.0,11.814359458703011,5.907179729351506,0.0,14.383611552215466,9.551078168738565,5.733667477162185,26.31013685145522,16.761454740769384,76.26329318384252,11.387855989696924,56.05965707060351,15.950365812018994,33.81737376270566,11.339293589984395,0.0,40.48135779708028,65.13639020044852,0.0,22.421257424929443,11.374772549367124,0.0,15.929943897949348,5.907179729351506,11.814359458703011,40.81326872214866,34.51353980905148,0.0,35.23174507315853,41.822672189790026,21.24673250195568,10.717645998109392,14.383611552215466,2.7298445149026858,43.67283289599956,2.8699375620294285,9.757834136882815,-0.0168359616796746,17.941677193330847,1.4570252409103206,3.3330532225074703,0.0,3.5046311951165605,541.07,1151.0,49,3.89,0.52,0.12,2.33,3.69,4.5,19,1,86.75,48.44,10.24,25.01,707.26,155.06,89.03,68.99,28.67,14,0,4,1,3,0,1,3,0,0,3,0,3,1,1,1,2,2,0,0,1,0.74
5.022600000000003,138.57809999999986,528.090936012,35.0,6.0,2.0,9.0,6.0,5.0,0.0,5.0,107.82999999999998,209.07047675887733,22.547201669577756,9.188024719965412,4.331980266933756,24.52636877963644,16.939892043425118,18.7733259857781,10.95777359214865,7.897436734269766,5.666770522813662,4.068890019304846,20.3593225248928,11.750771861706,8.813112263061454,6.124608287209506,4.514643978987296,15.617555728959871,9.589074368143644,9.665781456092391,5.098681808301038,0.0,21.99631096641096,67.58740788430673,40.225452323048685,22.284239201613083,5.824404497999927,0.0,5.907179729351506,5.907179729351506,0.0,9.589074368143644,19.331562912184783,5.733667477162185,13.4684936056032,5.316788604006331,94.72334739553028,17.075242264380485,44.46509106656844,11.050456081168516,31.1459223708878,6.544756405912575,0.0,27.63971455122826,83.5964444121363,0.0,28.108643699613005,5.687386274683562,0.0,15.929943897949348,5.907179729351506,5.907179729351506,28.87574638160639,27.06466249782916,0.0,41.21048184906631,54.08588282986472,26.345414310256714,10.717645998109392,9.589074368143644,4.556551631397636,29.740333662521778,7.145944223515878,9.94122050857375,-0.1076731655633793,20.04042885349823,3.621859699325218,2.633537437198377,0.0,3.5111304828658483,541.07,1151.0,49,3.89,0.52,0.12,2.33,3.69,4.5,19,1,86.75,48.44,10.24,25.01,707.26,155.06,89.03,68.99,28.67,14,0,4,1,3,0,1,3,0,0,3,0,3,1,1,1,2,2,0,0,1,0.66
4.417600000000002,136.3730999999999,529.0861849800001,35.0,7.0,2.0,10.0,6.0,5.0,0.0,5.0,120.71999999999998,208.25857830822855,22.48064067101431,9.146569311498476,4.308308277957374,24.52636877963644,16.939892043425118,18.64318931208843,10.824440258815317,7.765329918766302,5.547515768554662,3.977012053285656,20.22918585120313,11.617438528372666,8.68100544755799,6.0053535329505054,4.422766012968106,15.617555728959871,9.589074368143644,4.9839785209472085,14.99386983910109,0.0,21.99631096641096,61.52104081584511,27.831765179822543,34.67792634483924,5.824404497999927,0.0,5.907179729351506,5.907179729351506,0.0,9.589074368143644,24.54494800783965,5.733667477162185,13.4684936056032,5.316788604006331,88.65698032706867,17.075242264380485,44.46509106656844,11.050456081168516,36.35930746654266,6.544756405912575,0.0,27.63971455122826,77.53007734367468,0.0,28.108643699613005,5.687386274683562,0.0,15.929943897949348,5.907179729351506,5.907179729351506,34.39244709922265,21.547961780212898,0.0,47.52202870803322,41.82267218979003,31.444096118557752,10.717645998109392,9.589074368143644,2.7416330122498955,31.255333166802703,11.184805640645544,9.753818449839954,-0.1402520416386028,17.92460192039602,3.248015388430387,2.611191758186031,0.0,3.504186038421404,541.07,1151.0,49,3.89,0.52,0.12,2.33,3.69,4.5,19,1,86.75,48.44,10.24,25.01,707.26,155.06,89.03,68.99,28.67,14,0,4,1,3,0,1,3,0,0,3,0,3,1,1,1,2,2,0,0,1,1.14
3.299000000000002,126.68209999999998,451.151863468,34.0,7.0,2.0,10.0,6.0,5.0,0.0,5.0,128.93,193.78067722801424,19.862393469467136,7.964355150181083,3.5848244557675724,24.526368779636435,16.939892043425118,18.14890926485348,10.535809043210758,7.5138748958211234,5.425814296216821,3.8440432281601513,18.14890926485348,10.535809043210758,7.5138748958211234,5.425814296216821,3.8440432281601513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.88427832197507,14.112169305116993,19.69171994681121,5.733667477162185,13.4684936056032,5.316788604006331,78.18421316680063,22.775711979393847,34.60151423708071,17.116823149630125,31.506079405514225,6.544756405912575,0.0,27.63971455122826,71.58040512037998,0.0,33.80911341462637,5.687386274683562,0.0,0.0,5.907179729351506,5.907179729351506,29.18345016199006,34.051075985088055,6.393639498790523,24.26546827384644,41.822672189790026,21.523797450540595,15.24074093508274,9.589074368143644,6.711099311215256,33.9119500861883,6.790864971474213,10.099179902581572,0.4889045621456644,19.545424746200748,1.296399760838029,2.6561766593562237,0.0,0.0,541.07,1151.0,49,3.89,0.52,0.12,2.33,3.69,4.5,19,1,86.75,48.44,10.24,25.01,707.26,155.06,89.03,68.99,28.67,14,0,4,1,3,0,1,3,0,0,3,0,3,1,1,1,2,2,0,0,1,0.86
4.745900000000003,143.18709999999982,545.1062517280001,36.0,5.0,2.0,9.0,5.0,4.0,1.0,5.0,110.32,215.7814421701568,23.74747819475947,9.234683111167667,4.153302965389022,25.55974897445605,17.261259248471035,19.83917316635659,11.588887912246344,8.664078189953923,6.385670798098243,4.752043933144226,21.42516970547129,12.381886181803695,9.579753718745613,6.843508562494087,5.197797892826671,20.51746545981035,14.383611552215466,4.9839785209472085,0.0,0.0,21.99631096641096,67.43894686200652,46.9876450601093,16.59685292692952,5.824404497999927,0.0,11.814359458703011,5.907179729351506,0.0,14.383611552215466,9.551078168738565,5.733667477162185,26.813052428219837,16.761454740769384,75.7603776070779,11.387855989696924,56.05965707060351,15.950365812018994,33.81737376270566,17.760115212910407,0.0,40.12690324261588,59.0700231319869,0.0,22.421257424929443,11.374772549367124,0.0,15.929943897949348,5.907179729351506,11.814359458703011,40.93720350513522,33.5322348948359,0.0,42.15548227284915,29.689938052866808,27.31309957041729,10.717645998109392,14.383611552215466,2.7500382128159906,43.566777750229264,2.87649706708738,10.980903472109713,-0.1072616839857446,16.187957960279256,0.790354650361345,4.858857822944412,0.0,3.5125414148250518,541.07,1151.0,49,3.89,0.52,0.12,2.33,3.69,4.5,19,1,86.75,48.44,10.24,25.01,707.26,155.06,89.03,68.99,28.67,14,0,4,1,3,0,1,3,0,0,3,0,3,1,1,1,2,2,0,0,1,0.41
3.860400000000002,143.77709999999988,577.0873278520002,38.0,8.0,2.0,12.0,6.0,5.0,0.0,5.0,129.82999999999998,223.1920958437858,25.08562352437739,9.7073121612357,4.385937150580874,27.13709924364568,18.171942850994,20.274701537182267,11.495307164885109,8.467748949144687,6.08395888770136,4.257749055826454,21.86069807629697,12.288305434442462,9.383424477936376,6.541796652097205,4.703503015508903,15.617555728959871,9.589074368143644,23.41783333563039,5.098681808301038,0.0,15.929943897949348,61.52104081584511,29.315985670802736,27.84769069331008,17.968945413810363,0.0,0.0,11.814359458703011,5.689743398203474,13.979489415818463,23.89866255997614,12.781339459839376,13.4684936056032,5.316788604006331,92.82574761346665,17.075242264380485,44.46509106656844,16.74019947937199,35.71302201867915,13.592428388589765,5.817220841045895,27.63971455122826,70.19188039082327,0.0,28.108643699613005,10.077801322358384,0.0,15.929943897949348,17.631580299748904,16.94058116458403,39.126119621358,11.629818560158606,27.7089567946243,25.24677318806202,29.689938052866808,26.345414310256714,10.717645998109392,18.774026599890284,19.13808452377368,41.92559562821535,6.696003038047907,7.849104340468562,-1.53394010176783,14.40170018165436,1.4529298798056542,2.4553151469558845,1.5787779419518757,3.453096087561223,541.07,1151.0,49,3.89,0.52,0.12,2.33,3.69,4.5,19,1,86.75,48.44,10.24,25.01,707.26,155.06,89.03,68.99,28.67,14,0,4,1,3,0,1,3,0,0,3,0,3,1,1,1,2,2,0,0,1,0.45
5.552520000000004,149.09209999999982,559.183124288,41.0,6.0,2.0,11.0,6.0,5.0,0.0,5.0,112.01,231.4133277014327,27.37965758162627,10.415422161913275,5.089096429955358,29.47396253682915,19.48942086628183,21.990289626760458,12.599928317131146,9.321228108998618,6.803533462657102,4.77286874595662,21.990289626760458,12.599928317131146,9.321228108998618,6.803533462657102,4.77286874595662,15.617555728959871,18.95071120000682,4.9839785209472085,13.17124514302446,0.0,12.13273413692322,74.00822950723274,41.30964257874837,22.160304418626517,5.824404497999927,0.0,5.907179729351506,11.466446624403511,6.176298517443475,22.760319511168102,14.11817781652992,5.733667477162185,26.568529322737295,5.316788604006331,111.60085843906424,17.075242264380485,28.53514716861909,16.609722976220525,25.932537275232928,12.72105492335605,6.923737199690624,38.76661753462225,83.78778557722424,0.0,28.108643699613005,18.858631417708025,0.0,0.0,23.55410946784348,33.40695758836208,29.183450161990056,12.13273413692322,28.832567921637796,61.009620029555336,0.0,10.30076712495354,5.733667477162185,27.554856695239927,44.81630041540671,41.98538661791852,2.6363182102782083,6.1516453340417065,-1.1412700904502384,17.895133950253577,-3.1023870737417774,3.675539302959972,0.0,0.0,541.07,1151.0,49,3.89,0.52,0.12,2.33,3.69,4.5,19,1,86.75,48.44,10.24,25.01,707.26,155.06,89.03,68.99,28.67,14,0,4,1,3,0,1,3,0,0,3,0,3,1,1,1,2,2,0,0,1,3.26
